product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator
TTL Assisted Consumer,50002661347,MHONG1,INTUIT,Tax Associate,PL3,New Hire,6,12,7,11,64.96,79.54,0,0,4484.23333,147,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661347,MHONG1,INTUIT,Tax Associate,PL3,New Hire,6,6,4,4,74.2,87.89,16,20,2696.333325,138,86.784291,15,16.241822,4,4.921629,1,64.285299,9
TTL Assisted Consumer,50002661348,THEFLIN,INTUIT,Tax Specialist,PL3,New Hire,2,2,1,2,40.47,51.07,0,0,2427.866669,72,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661348,THEFLIN,INTUIT,Tax Specialist,PL3,Re-Hire,1,1,1,1,11.77,15.48,0,0,520.866669,29,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661348,THEFLIN,INTUIT,Tax Specialist,PL3,New Hire,9,14,5,5,290.53,349.89,42,90,9954.116669,632,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661348,THEFLIN,INTUIT,Tax Specialist,PL3,Re-Hire,0,0,0,0,37.5,48.84,2,10,1011.233335,82,20.424117,8,6.62665,3,10.736239,4,3.061228,1
TTL Assisted Consumer,50002661351,TSCHROEDER2,INTUIT,Tax Associate,PL2,New Hire,4,5,4,5,60.19,74.84,0,0,3872.466668,179,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661351,TSCHROEDER2,INTUIT,Tax Associate,PL2,New Hire,0,1,0,1,99.84,120.85,31,40,3776.533333,200,79.118769,34,15.641102,10,33.942103,16,29.535564,8
TTL Assisted Consumer,50002661352,SNAQWE,INTUIT,Tax Associate,PL4,New Hire,-1,1,0,0,33.42,43.9,0,0,2216.166669,109,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661352,SNAQWE,INTUIT,Tax Associate,PL4,New Hire,6,8,1,2,135.11,159.6,40,65,4955.41667,379,505.245329,42,36.95912,7,63.32987,7,399.785408,27
TTL Assisted Consumer,50002661353,AKOLOUR,INTUIT,Tax Expert,PL2,New Hire,0,0,0,0,0.77,1.35,0,0,212.55,7,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661353,AKOLOUR,INTUIT,Tax Expert,PL2,New Hire,0,0,0,0,4.71,5.82,0,3,121.1,10,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661354,CGARCIA17,INTUIT,Tax Associate,PL1,New Hire,2,4,2,3,25.35,29.53,0,0,2698.700004,144,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661354,CGARCIA17,INTUIT,Tax Associate,PL1,New Hire,2,2,0,0,46.99,51.9,10,35,1603.466667,84,41.442383,11,29.678236,8,10.145667,2,0,0
TTL Assisted Consumer,50002661357,CDOWNEY,INTUIT,Tax Associate,PL4,New Hire,7,7,6,6,76.16,98,0,0,2937.299999,202,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661357,CDOWNEY,INTUIT,Tax Associate,PL4,New Hire,4,4,0,0,234.08,275.2,53,78,12467.78334,653,197.956082,73,40.229758,22,62.470317,24,89.464425,25
TTL Assisted Consumer,50002661360,LREED6,INTUIT,Tax Associate,PL1,New Hire,0,0,0,0,0.4,0.44,0,0,2.816666,2,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661360,LREED6,INTUIT,Tax Associate,PL1,New Hire,0,0,0,0,5.6,7.1,0,1,188.633332,11,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661362,MJOHNSON80,INTUIT,Tax Associate,PL1,New Hire,0,0,0,0,0.15,0.2,0,0,16.65,1,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661362,MJOHNSON80,INTUIT,Tax Associate,PL1,New Hire,0,0,0,0,2.78,2.94,0,0,62.916667,4,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661363,LATKINS1,INTUIT,Tax Associate,PL4,New Hire,2,2,2,2,26.38,33.42,0,0,1492.166669,63,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661363,LATKINS1,INTUIT,Tax Associate,PL4,New Hire,0,2,0,1,113.21,138.75,30,52,3411.733342,397,166.088281,44,42.129437,12,50.313483,13,73.645361,19
TTL Assisted Consumer,50002661364,CLAING,INTUIT,Tax Associate,PL2,New Hire,4,4,3,4,45.91,60.36,0,0,3728.649997,160,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661364,CLAING,INTUIT,Tax Associate,PL2,New Hire,1,3,0,0,129.15,153.67,34,80,6337.016667,371,212.402545,66,52.343941,24,89.074506,29,68.405995,12
TTL Full Service Consumer,50002661553,SSURIYA,INTUIT,Tax Specialist,OTHER,New Hire,0,0,0,0,4.63,5.17,0,0,174.383333,11,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661560,AGUNDERSEN1,INTUIT,Tax Specialist,PL2,New Hire,1,1,1,1,47.74,61.44,0,0,1886.133336,82,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661560,AGUNDERSEN1,INTUIT,Tax Specialist,PL2,New Hire,0,2,1,1,158.59,200.62,25,39,4720.433324,394,56.102981,29,19.6418,13,21.342897,10,15.118284,6
TTL Assisted Consumer,50002661563,MJONES52,INTUIT,Tax Specialist,PL1,New Hire,2,2,2,2,12.12,13.75,0,0,419.816667,21,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661563,MJONES52,INTUIT,Tax Specialist,PL1,New Hire,4,4,1,1,63.1,70.17,22,28,1916.850002,138,91.583995,24,30.573337,11,25.689102,6,35.321556,7
TTL Assisted Consumer,50002661584,EHAAPALA,INTUIT,Tax Associate,PL3,New Hire,0,0,0,0,17.31,22.44,0,0,1153.8,62,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661584,EHAAPALA,INTUIT,Tax Associate,PL3,New Hire,1,1,1,1,55.82,66.22,16,19,1286.016667,128,80.12371,27,20.604037,13,28.91548,9,30.604193,5
TTL Assisted Consumer,50002661587,BABBASI,INTUIT,Tax Associate,PL3,New Hire,-1,1,0,0,35.72,45.51,0,0,1779.850004,87,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661587,BABBASI,INTUIT,Tax Associate,PL3,New Hire,1,1,0,0,103.36,119.04,30,40,2404.549996,265,115.990241,56,12.06731,10,47.458504,24,56.464427,22
TTL Assisted Consumer,50002661592,AGRIFFIN12,INTUIT,Tax Specialist,PL1,New Hire,2,2,1,1,25.31,33.42,0,0,505.099997,41,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661592,AGRIFFIN12,INTUIT,Tax Specialist,PL1,New Hire,-3,3,0,3,100.31,117.99,21,47,1725.666668,237,32.504419,18,23.293009,13,9.21141,5,0,0
TTL Assisted Consumer,50002661593,JDRUMMOND,INTUIT,Tax Associate,PL1,New Hire,0,0,0,0,0.86,1,0,0,3.25,2,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661593,JDRUMMOND,INTUIT,Tax Associate,PL1,New Hire,-1,1,0,0,6.03,8.88,0,0,120.533334,13,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661596,AMARTINEZ38,INTUIT,Tax Specialist,PL2,New Hire,0,0,0,0,3.9,4.99,0,0,71.600001,5,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661596,AMARTINEZ38,INTUIT,Tax Specialist,PL2,New Hire,3,5,0,1,214.9,242.86,60,119,4665.600002,561,73.840309,62,56.296029,51,16.54586,10,0.99842,1
TTL Assisted Consumer,50002661597,STABORDA,INTUIT,Tax Associate,PL3,New Hire,5,7,5,7,52,63.74,0,0,4906.616673,150,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661597,STABORDA,INTUIT,Tax Associate,PL3,New Hire,1,1,1,1,82.57,95.61,21,51,4854.083331,283,209.052367,36,49.418953,14,73.420312,13,86.213102,9
TTL Assisted Consumer,50002661599,XWILSON,INTUIT,Tax Associate,PL2,New Hire,3,5,4,5,23.72,27.3,0,0,2044.633334,55,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661599,XWILSON,INTUIT,Tax Associate,PL2,New Hire,2,2,0,0,24.38,27.36,6,16,1643.500003,51,85.711239,13,13.574806,3,43.540994,7,28.595439,3
TTL Assisted Consumer,50002661602,GHALEY,INTUIT,Tax Specialist,PL2,New Hire,4,14,8,13,111.8,149.9,0,0,4269.33334,193,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661602,GHALEY,INTUIT,Tax Specialist,PL2,New Hire,3,6,1,2,158.45,207.83,25,61,4904.599999,362,89.337117,39,26.548295,14,53.499915,22,9.288907,3
TTL Assisted Consumer,50002661604,JCONG,INTUIT,Tax Expert,PL3,New Hire,3,10,7,10,141.78,191.1,0,0,7970.299997,412,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661604,JCONG,INTUIT,Tax Expert,PL3,New Hire,0,2,0,0,200.43,265.74,43,110,4851.749998,601,186.977285,72,47.607107,31,80.184136,29,54.952668,11
TTL Assisted Consumer,50002661605,JOSBORN1,INTUIT,Tax Specialist,PL2,New Hire,5,5,5,5,20.96,25.31,0,0,1330.600001,33,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661605,JOSBORN1,INTUIT,Tax Specialist,PL2,Re-Hire,1,1,1,1,0.59,0.71,0,0,34.383333,1,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661605,JOSBORN1,INTUIT,Tax Specialist,PL2,New Hire,11,11,7,7,93.26,111.67,15,27,4245.516667,179,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661605,JOSBORN1,INTUIT,Tax Specialist,PL2,Re-Hire,0,0,0,0,3.45,4.09,0,1,169.45,7,5.627545,1,0,0,5.627545,1,0,0
TTL Assisted Consumer,50002661606,KUY01,INTUIT,Tax Associate,PL2,New Hire,7,8,8,8,27.77,32.53,0,0,2528.200007,84,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661606,KUY01,INTUIT,Tax Associate,PL2,New Hire,19,22,1,2,109.99,128.31,48,62,4851.633332,263,174.786416,48,26.188174,12,79.284628,19,61.160866,16
TTL Assisted Consumer,50002661608,TRUSSELL1,INTUIT,Tax Associate,OTHER,New Hire,0,0,0,0,3.74,4.5,0,0,38.716666,2,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661611,VTAYLOR1,INTUIT,Tax Associate,PL2,New Hire,6,9,8,9,31.55,37.89,0,0,4080.233334,119,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661611,VTAYLOR1,INTUIT,Tax Associate,PL2,New Hire,0,4,1,2,80.21,93.57,30,43,5626.950004,178,52.547872,28,12.696217,9,26.157152,13,13.694503,6
TTL Assisted Consumer,50002661613,JALVAREZ20,INTUIT,Tax Specialist,PL1,New Hire,4,4,4,4,48.11,62.19,0,0,2390.466664,101,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661613,JALVAREZ20,INTUIT,Tax Specialist,PL1,New Hire,1,3,1,2,155.98,183.36,30,77,9284.916668,373,110.709193,35,54.397574,19,43.630644,12,12.680975,4
TTL Assisted Consumer,50002661614,KBELCICH,INTUIT,Tax Specialist,PL2,New Hire,1,1,1,1,24.88,28.14,0,0,1178.316669,37,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661614,KBELCICH,INTUIT,Tax Specialist,PL2,New Hire,3,3,1,1,30.29,33.95,4,11,1343.533333,64,55.248202,13,5.64071,3,16.545869,3,33.061623,7
TTL Assisted Consumer,50002661615,ABROWN52,INTUIT,Tax Specialist,PL2,New Hire,2,2,2,2,74.67,96.9,0,0,2018.899996,116,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661615,ABROWN52,INTUIT,Tax Specialist,PL2,New Hire,8,10,4,5,186.51,223.04,34,54,5798.933344,388,102.514174,56,27.742192,21,29.535856,18,44.062519,16
TTL Assisted Consumer,50002661617,ASAILE,INTUIT,Tax Specialist,PL2,New Hire,3,3,3,3,50.76,60.54,0,0,1932.383334,82,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661617,ASAILE,INTUIT,Tax Specialist,PL2,New Hire,0,4,1,3,119.47,143.53,18,33,4825.850007,248,51.825065,29,33.849957,19,17.975108,10,0,0
TTL Assisted Consumer,50002661618,MTAYLOR28,INTUIT,Tax Specialist,PL2,New Hire,-1,3,1,3,34.18,38.95,0,0,1313.316666,54,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661618,MTAYLOR28,INTUIT,Tax Specialist,PL2,New Hire,0,5,1,3,78.87,94.89,9,14,3756.816672,171,29.703195,13,13.517303,7,16.185892,6,0,0
TTL Assisted Consumer,50002661622,BJONES22,INTUIT,Tax Specialist,PL2,New Hire,12,17,14,15,98.75,110.45,0,0,2901.100001,147,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661622,BJONES22,INTUIT,Tax Specialist,PL2,New Hire,1,4,1,1,99.49,121.3,19,34,2846.366669,220,51.832272,28,18.44059,12,20.680309,11,12.711373,5
TTL Assisted Consumer,50002661629,MNEAL,INTUIT,Tax Specialist,PL1,New Hire,6,6,6,6,25.58,31.57,0,0,927.066665,42,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661629,MNEAL,INTUIT,Tax Specialist,PL1,New Hire,4,6,3,4,66.57,74.19,15,25,2405.449996,133,53.508673,21,37.834502,15,14.058786,5,1.615385,1
TTL Assisted Consumer,50002661630,GLASSO,INTUIT,Tax Specialist,PL1,New Hire,0,0,0,0,0,0,0,0,3.066667,1,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661630,GLASSO,INTUIT,Tax Specialist,PL1,New Hire,2,3,1,1,83.34,94.57,19,53,2313.933328,188,70.748155,22,11.879415,12,35.766214,6,23.102526,4
TTL Assisted Consumer,50002661635,SANTIGUA,INTUIT,Tax Associate,OTHER,New Hire,10,10,10,10,33.37,38.59,0,0,2808.950002,97,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661636,MVYDARENY,INTUIT,Tax Specialist,PL2,New Hire,5,8,6,7,76.86,95.76,0,0,3861.750001,120,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661636,MVYDARENY,INTUIT,Tax Specialist,PL2,New Hire,3,11,0,4,99.4,132.21,9,28,5780.583339,232,99.869401,19,25.305681,8,19.160956,4,55.402764,7
TTL Assisted Consumer,50002661640,SMCDONALD10,INTUIT,Tax Specialist,PL2,New Hire,0,0,0,0,14.82,16,0,0,830.849999,21,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661640,SMCDONALD10,INTUIT,Tax Specialist,PL2,New Hire,6,9,3,3,85.27,95.56,10,29,3921.366667,186,33.964244,10,21.950253,6,12.013991,4,0,0
TTL Assisted Consumer,50002661642,SDINWIDDIE,INTUIT,Tax Associate,PL2,New Hire,10,14,11,14,66.52,79.16,0,0,4479.166663,172,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661642,SDINWIDDIE,INTUIT,Tax Associate,PL2,New Hire,8,11,0,2,219.6,263.71,71,109,9244.033335,547,213.73382,69,41.247957,18,83.347244,32,89.138619,19
TTL Assisted Consumer,50002661647,GPOTSUBAY,INTUIT,Tax Associate,PL1,New Hire,0,2,1,1,15.31,17.73,0,0,1300.850002,53,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661647,GPOTSUBAY,INTUIT,Tax Associate,PL1,New Hire,0,0,0,0,7.99,9.04,2,2,397.016667,13,7.503591,2,7.503591,2,0,0,0,0
TTL Assisted Consumer,50002661648,SDUNCAN5,INTUIT,Tax Associate,PL3,New Hire,5,6,6,6,47.02,63.1,0,0,2194.983335,101,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661648,SDUNCAN5,INTUIT,Tax Associate,PL3,New Hire,0,0,0,0,60.29,73.71,13,22,2856.599997,142,89.669247,13,2.504953,1,36.663012,6,50.501282,6
TTL Assisted Consumer,50002661649,JRASMUSSEN4,INTUIT,Tax Specialist,PL2,New Hire,4,6,5,5,34.92,49.09,0,0,1608.566664,69,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661649,JRASMUSSEN4,INTUIT,Tax Specialist,PL2,New Hire,0,3,0,2,69.82,102.21,11,17,3257.650005,169,56.411147,18,16.793203,6,30.03244,9,9.585504,3
TTL Assisted Consumer,50002661680,BCAMERON1,INTUIT,Tax Associate,PL2,New Hire,8,12,9,11,56.58,64.2,0,0,3932.516672,176,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661680,BCAMERON1,INTUIT,Tax Associate,PL2,New Hire,5,9,1,3,88.42,99.44,32,47,3186.26667,179,43.54738,32,15.316387,14,23.148318,16,2.662494,1
TTL Assisted Consumer,50002661695,CW456075,JDA,Tax Associate,OTHER,New Hire,3,3,3,3,10.28,11.49,0,0,537.466665,25,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661695,CW456075,JDA,Tax Associate,OTHER,New Hire,0,0,0,0,1.22,1.42,0,0,9.366667,2,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661696,CA456076,JDA,Tax Associate,OTHER,New Hire,39,55,48,53,200.72,242.77,0,0,9668.249999,679,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661696,CA456076,JDA,Tax Associate,OTHER,New Hire,0,0,0,0,7.95,9.72,0,0,86.816667,12,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661710,FP456090,JDA,Tax Associate,OTHER,New Hire,32,50,42,50,183.39,231.19,0,0,14260.21668,504,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661710,FP456090,JDA,Tax Associate,OTHER,New Hire,0,0,0,0,4.52,6.28,0,0,80.666668,8,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661727,KO456107,JDA,Tax Expert,OTHER,New Hire,17,23,20,23,114.85,138.41,0,0,6576.500003,306,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661727,KO456107,JDA,Tax Expert,OTHER,New Hire,0,0,0,0,1.97,2.84,0,0,28.250001,4,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661739,MP456119,JDA,Tax Associate,OTHER,New Hire,25,32,31,32,179.26,216.01,0,0,10982.86665,475,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661739,MP456119,JDA,Tax Associate,OTHER,New Hire,0,0,0,0,6.67,7.85,0,0,216.35,12,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661755,SW456135,JDA,Tax Associate,OTHER,New Hire,10,21,15,19,73.1,99.78,0,0,5543.433332,267,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661755,SW456135,JDA,Tax Associate,OTHER,New Hire,0,0,0,0,3.73,5.26,0,0,168.333334,10,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661775,EQUARTEYEL,INTUIT,Tax Specialist,PL2,New Hire,4,8,4,6,49.9,65.97,0,0,2148.1,82,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661775,EQUARTEYEL,INTUIT,Tax Specialist,PL2,New Hire,3,8,4,5,128.83,166.54,16,29,5602.483337,287,50.857549,18,24.683699,10,19.288376,6,6.885474,2
TTL Assisted Consumer,50002661781,JORELLANA1,INTUIT,Tax Specialist,PL2,New Hire,5,8,6,7,60.59,76.31,0,0,1934.699996,97,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661781,JORELLANA1,INTUIT,Tax Specialist,PL2,New Hire,12,18,3,4,202.02,229.03,32,59,6507.766659,422,101.071053,60,41.886188,33,24.704582,16,34.480283,11
TTL Assisted Consumer,50002661782,AOJEDA,INTUIT,Tax Associate,PL2,New Hire,0,0,0,0,0.22,0.24,0,0,1.4,1,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661782,AOJEDA,INTUIT,Tax Associate,PL2,New Hire,0,0,0,0,1.2,1.93,0,0,92.75,3,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002661804,JDAHLMAN,INTUIT,Tax Associate,PL2,New Hire,0,4,2,4,19.81,23.4,0,0,1951.933335,71,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661804,JDAHLMAN,INTUIT,Tax Associate,PL2,New Hire,3,3,0,0,61.07,70.52,23,27,1700.466669,142,70.71906,22,25.972866,9,24.544079,8,20.202115,5
TTL Assisted Consumer,50002661845,YGABORA,INTUIT,Tax Associate,PL1,New Hire,9,21,18,20,94.06,113.79,0,0,8963.249997,307,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661845,YGABORA,INTUIT,Tax Associate,PL1,New Hire,0,0,0,0,25.47,31.49,5,14,1293.300001,77,4.814539,5,1.420577,2,1.064429,1,2.329533,2
TTL Assisted Consumer,50002661849,GVARELA,INTUIT,Tax Associate,PL2,New Hire,1,5,3,5,18.67,23.04,0,0,1646.416674,79,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002661849,GVARELA,INTUIT,Tax Associate,PL2,New Hire,-3,3,0,1,140.22,159.49,31,49,3324.416663,408,141.622035,30,31.107521,9,95.716931,17,14.797583,4
TTL Assisted Consumer,50002661852,LHEALY,INTUIT,Tax Associate,OTHER,New Hire,6,7,7,7,27.04,30.34,0,0,3324.650001,65,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002662111,BSANSO,INTUIT,Tax Associate,PL3,New Hire,6,7,7,7,41.54,46.15,0,0,2156.116664,64,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662111,BSANSO,INTUIT,Tax Associate,PL3,New Hire,2,2,2,2,59.59,66.11,19,22,5252.733331,137,97.226485,23,7.563685,4,11.359292,3,78.303508,16
TTL Assisted Consumer,50002662175,LRIVERA6,INTUIT,Tax Associate,PL1,Re-Hire,3,8,5,8,37.27,43.18,0,0,2169.233333,86,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662175,LRIVERA6,INTUIT,Tax Associate,PL1,Re-Hire,1,1,0,0,37.92,43.09,12,14,886.766667,135,97.994806,31,5.797084,4,57.47577,18,34.721952,9
TTL Assisted Consumer,50002662176,AKELLEY7,INTUIT,Tax Expert,PL3,New Hire,1,1,1,1,11.86,13.7,0,0,616.483333,32,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662176,AKELLEY7,INTUIT,Tax Expert,PL3,New Hire,4,6,1,2,76.67,88.18,63,95,2364.433336,169,152.738971,73,9.762903,15,37.743098,18,105.23297,40
TTL Full Service Consumer,50002662242,CAMYSON,INTUIT,Tax Associate,PL3,New Hire,0,0,0,0,2.46,2.78,2,2,40.316666,5,2.153169,1,0,0,2.153169,1,0,0
TTL Assisted Consumer,50002662246,TZACHARIAH,INTUIT,Tax Specialist,PL2,New Hire,-1,7,3,6,66.36,102.15,0,0,2832.266661,138,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662246,TZACHARIAH,INTUIT,Tax Specialist,PL2,New Hire,-2,5,0,4,110.78,169.67,13,35,3587.316661,309,94.26478,23,28.854545,9,28.698426,7,36.711809,7
TTL Assisted Consumer,50002662250,JECKERT1,INTUIT,Tax Specialist,PL2,New Hire,1,4,2,3,35.92,42.87,0,0,1022.583334,56,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662250,JECKERT1,INTUIT,Tax Specialist,PL2,New Hire,4,8,4,5,66.98,80.12,9,15,2896.733334,141,49.367794,14,35.0451,9,8.793527,4,5.529167,1
TTL Assisted Consumer,50002662265,BHUGGINS1,INTUIT,Tax Expert,PL1,New Hire,2,2,1,1,3.51,4.38,0,0,309.016666,15,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662265,BHUGGINS1,INTUIT,Tax Expert,PL1,New Hire,-1,1,0,0,29.43,32.99,9,12,944.849999,68,25.843343,8,2.111697,1,15.971883,5,7.759763,2
TTL Full Service Consumer,50002662266,JPURSLEY,INTUIT,Tax Specialist,PL1,New Hire,-1,1,0,0,3.9,4.7,1,2,107.333333,10,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002662267,CLOCKAMY,INTUIT,Tax Specialist,PL2,New Hire,0,2,1,2,94.71,124.17,0,0,2666.56667,169,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662267,CLOCKAMY,INTUIT,Tax Specialist,PL2,New Hire,-1,5,1,3,130.96,162.23,16,22,3340.783332,298,64.286326,26,21.32356,12,20.501635,6,22.461131,8
TTL Assisted Consumer,50002662273,VGREINER,INTUIT,Tax Specialist,PL2,New Hire,3,3,3,3,45.34,60.39,0,0,1484.516667,74,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662273,VGREINER,INTUIT,Tax Specialist,PL2,New Hire,-1,7,3,6,114.74,138.87,18,30,4328.48334,268,114.982851,24,20.407599,4,45.469016,10,49.106236,10
TTL Assisted Consumer,50002662274,QZHANG8,INTUIT,Tax Expert,PL4,Re-Hire,0,1,1,1,5.25,6.38,0,0,434.549999,12,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662274,QZHANG8,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,55.38,68.2,39,54,4470.883338,161,166.81943,46,15.113429,8,43.665374,12,108.040627,26
TTL Assisted Consumer,50002662280,RDRAGONAJTY,INTUIT,Tax Associate,PL3,New Hire,2,7,5,7,49.42,59.59,0,0,3688.250001,115,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662280,RDRAGONAJTY,INTUIT,Tax Associate,PL3,New Hire,1,3,2,2,65.28,78.39,24,34,2717.15,142,101.615865,24,5.638544,2,33.10027,8,62.877051,14
TTL Assisted Consumer,50002662310,ACALHOUN2,INTUIT,Tax Specialist,PL2,New Hire,1,1,1,1,24.88,31.73,0,0,809.233332,40,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662310,ACALHOUN2,INTUIT,Tax Specialist,PL2,New Hire,2,6,1,1,108.08,137.01,21,31,3691.099998,249,91.155404,23,20.907541,7,43.960271,13,26.287592,3
TTL Assisted Consumer,50002662313,TASINDU,INTUIT,Tax Specialist,PL2,New Hire,6,6,5,5,45.19,58.75,0,0,2807.716669,78,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662313,TASINDU,INTUIT,Tax Specialist,PL2,New Hire,1,10,3,8,103.77,130,11,17,3776.499997,220,85.310826,20,26.749535,8,49.944073,10,8.617218,2
TTL Assisted Consumer,50002662316,ASADLER3,INTUIT,Tax Associate,PL1,New Hire,-2,4,2,4,5.07,5.93,0,0,148.666667,10,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662316,ASADLER3,INTUIT,Tax Associate,PL1,New Hire,3,3,1,1,14.82,16.71,3,5,794.566667,24,16.664848,5,0,0,0,0,16.664848,5
TTL Assisted Consumer,50002662320,CMARTINEZ24,INTUIT,Tax Associate,PL1,Re-Hire,0,0,0,0,5.51,6.38,0,0,256.466667,12,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662320,CMARTINEZ24,INTUIT,Tax Associate,PL1,Re-Hire,1,1,0,0,32.53,36.03,9,12,633.433331,80,59.967854,18,31.698322,11,18.16158,3,9.391505,3
TTL Assisted Consumer,50002662327,TWITHERSPOO1,INTUIT,Tax Associate,PL2,New Hire,4,4,4,4,26.7,31.18,0,0,1734.666664,69,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002662327,TWITHERSPOO1,INTUIT,Tax Associate,PL2,New Hire,3,6,2,4,103.57,120.39,28,34,4913.399992,263,58.52684,27,15.799571,10,28.97785,13,13.749419,4
TTL Assisted Consumer,50002662334,JTSCHERNE,INTUIT,Tax Associate,PL2,New Hire,7,10,8,9,32.99,38.28,0,0,2237.399996,107,0,0,0,0,0,0,0,0
